Origin,Destination,Shipment Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delivery Difference (Days)
Delhi,Pune,2023-08-02,Trailer,1169,Rain,Light,1,1
Mumbai,Delhi,2023-09-26,Container,390,Clear,Light,0,0
Ahmedabad,Mumbai,2024-05-26,Lorry,697,Clear,Moderate,1,3
Kolkata,Mumbai,2023-05-10,Container,1732,Clear,Light,0,0
Mumbai,Chennai,2023-02-01,Container,302,Clear,Moderate,1,1
Mumbai,Kolkata,2023-05-07,Lorry,801,Rain,Light,1,1
Hyderabad,Mumbai,2023-02-09,Truck,1797,Clear,Moderate,1,4
Ahmedabad,Lucknow,2024-04-07,Container,969,Clear,Light,0,0
Lucknow,Delhi,2024-05-27,Truck,1753,Fog,Moderate,1,3
Bangalore,Ahmedabad,2023-08-08,Trailer,456,Clear,Light,0,0
Delhi,Pune,2023-01-21,Lorry,1078,Rain,Moderate,1,7
Lucknow,Mumbai,2023-03-16,Lorry,1799,Clear,Light,0,0
Bangalore,Lucknow,2023-07-31,Truck,1357,Rain,Light,1,1
Pune,Mumbai,2024-04-30,Lorry,737,Clear,Light,0,0
Kolkata,Ahmedabad,2023-06-09,Truck,822,Clear,Moderate,1,1
Lucknow,Jaipur,2024-04-13,Truck,1215,Rain,Light,1,3
Chennai,Hyderabad,2023-04-07,Truck,1085,Rain,Heavy,1,6
Chennai,Lucknow,2024-02-09,Lorry,1928,Rain,Light,1,1
Delhi,Lucknow,2023-04-11,Trailer,1781,Rain,Light,1,1
Mumbai,Lucknow,2024-01-19,Truck,493,Fog,Moderate,1,3
Lucknow,Bangalore,2023-03-28,Lorry,1814,Clear,Light,1,-3
Chennai,Jaipur,2023-03-09,Lorry,511,Clear,Light,0,0
Bangalore,Jaipur,2023-07-12,Container,1999,Clear,Light,0,0
Ahmedabad,Kolkata,2023-06-05,Lorry,1770,Clear,Light,0,0
Hyderabad,Delhi,2023-07-30,Trailer,209,Clear,Light,1,5
Lucknow,Kolkata,2023-12-11,Truck,1044,Clear,Moderate,1,4
Hyderabad,Pune,2023-11-09,Lorry,1019,Clear,Light,0,0
Lucknow,Chennai,2024-02-08,Container,1689,Clear,Light,0,0
Mumbai,Lucknow,2023-09-05,Truck,1042,Storm,Light,1,8
Mumbai,Chennai,2023-03-10,Truck,957,Clear,Moderate,1,1
Hyderabad,Mumbai,2023-06-25,Truck,1415,Clear,Light,1,3
Ahmedabad,Hyderabad,2023-05-20,Container,548,Clear,Moderate,1,6
Jaipur,Chennai,2024-03-10,Container,1195,Rain,Light,1,1
Pune,Jaipur,2023-04-16,Lorry,952,Fog,Moderate,1,6
Bangalore,Hyderabad,2023-12-30,Container,1845,Clear,Light,1,3
Delhi,Hyderabad,2024-03-14,Lorry,252,Fog,Light,1,6
Bangalore,Lucknow,2023-07-01,Lorry,1468,Clear,Moderate,1,1
Chennai,Bangalore,2023-06-25,Truck,685,Clear,Light,0,0
Kolkata,Chennai,2023-04-14,Truck,776,Clear,Moderate,1,1
Chennai,Jaipur,2023-07-07,Lorry,629,Rain,Moderate,1,2
Chennai,Mumbai,2023-06-20,Lorry,983,Clear,Heavy,1,2
Pune,Delhi,2024-04-12,Container,937,Clear,Heavy,1,6
Jaipur,Hyderabad,2024-04-01,Truck,605,Clear,Moderate,1,5
Chennai,Mumbai,2023-12-31,Lorry,510,Clear,Moderate,1,1
Delhi,Mumbai,2023-04-29,Trailer,1653,Clear,Moderate,1,1
Chennai,Jaipur,2023-03-24,Truck,1850,Clear,Heavy,1,2
Ahmedabad,Kolkata,2023-01-30,Trailer,1841,Clear,Light,1,3
Pune,Delhi,2023-01-22,Truck,1736,Clear,Light,0,0
Delhi,Lucknow,2023-02-24,Lorry,1496,Clear,Light,0,0
Mumbai,Delhi,2023-06-19,Trailer,1879,Clear,Light,1,-3
Hyderabad,Mumbai,2023-05-02,Trailer,1837,Fog,Light,1,2
Hyderabad,Delhi,2024-01-11,Truck,806,Clear,Light,0,0
Mumbai,Delhi,2024-02-04,Lorry,1326,Rain,Light,1,4
Delhi,Mumbai,2023-06-24,Truck,1960,Rain,Moderate,1,2
Mumbai,Bangalore,2024-05-23,Trailer,1613,Clear,Moderate,1,1
Jaipur,Bangalore,2024-02-13,Trailer,469,Clear,Moderate,1,1
Mumbai,Bangalore,2023-09-12,Trailer,1931,Clear,Heavy,1,2
Lucknow,Mumbai,2024-04-16,Trailer,1856,Clear,Moderate,1,3
Hyderabad,Lucknow,2023-08-10,Truck,1725,Clear,Light,0,0
Bangalore,Kolkata,2024-01-01,Container,1675,Rain,Moderate,1,2
Bangalore,Kolkata,2024-02-26,Lorry,1892,Clear,Heavy,1,2
Ahmedabad,Kolkata,2024-05-03,Lorry,674,Clear,Light,1,4
Kolkata,Chennai,2023-08-30,Lorry,1629,Clear,Moderate,1,1
Ahmedabad,Jaipur,2024-05-05,Container,1929,Clear,Moderate,1,1
Bangalore,Delhi,2023-08-09,Lorry,1187,Clear,Moderate,1,1
Hyderabad,Mumbai,2023-10-24,Truck,1465,Clear,Moderate,1,1
Delhi,Hyderabad,2023-08-28,Truck,1447,Clear,Moderate,1,1
Chennai,Mumbai,2024-03-26,Lorry,1458,Rain,Light,1,1
Delhi,Pune,2023-12-09,Trailer,1227,Clear,Light,1,3
Delhi,Kolkata,2023-01-09,Trailer,841,Clear,Light,0,0
Kolkata,Pune,2023-09-01,Trailer,239,Clear,Light,0,0
Chennai,Hyderabad,2023-07-12,Lorry,345,Fog,Light,1,2
Pune,Delhi,2023-02-26,Truck,1907,Clear,Light,0,0
Hyderabad,Ahmedabad,2023-03-17,Container,1122,Rain,Light,1,1
Chennai,Kolkata,2023-10-31,Lorry,1036,Fog,Moderate,1,8
Pune,Mumbai,2024-05-02,Container,251,Clear,Light,1,2
Kolkata,Jaipur,2024-03-01,Lorry,1532,Clear,Light,1,4
Kolkata,Ahmedabad,2023-09-10,Container,1886,Fog,Light,1,2
Pune,Mumbai,2023-02-11,Truck,1801,Clear,Moderate,1,1
Pune,Jaipur,2023-03-05,Truck,1778,Storm,Light,1,3
Jaipur,Kolkata,2023-07-20,Trailer,1823,Clear,Moderate,1,4
Ahmedabad,Bangalore,2023-08-07,Lorry,1634,Clear,Heavy,1,2
Lucknow,Chennai,2024-03-14,Lorry,715,Clear,Moderate,1,1
Chennai,Mumbai,2023-10-15,Trailer,1837,Fog,Light,1,2
Kolkata,Delhi,2024-05-24,Trailer,378,Clear,Moderate,1,1
Mumbai,Hyderabad,2023-01-30,Container,247,Rain,Light,1,3
Bangalore,Lucknow,2023-07-28,Container,203,Clear,Moderate,1,1
Bangalore,Delhi,2024-04-05,Container,1769,Rain,Heavy,1,6
Chennai,Bangalore,2023-02-09,Trailer,203,Storm,Light,1,3
Hyderabad,Kolkata,2023-07-08,Trailer,1892,Fog,Light,1,2
Ahmedabad,Chennai,2023-08-25,Trailer,1891,Clear,Light,0,0
Delhi,Pune,2023-12-11,Container,1905,Fog,Light,1,6
Delhi,Kolkata,2024-05-23,Truck,1397,Clear,Light,0,0
Ahmedabad,Lucknow,2023-09-25,Truck,884,Fog,Moderate,1,7
Bangalore,Chennai,2023-08-29,Truck,1522,Fog,Light,1,5
Delhi,Pune,2024-01-25,Container,1530,Fog,Light,1,2
Delhi,Ahmedabad,2023-03-17,Truck,1523,Fog,Light,1,6
Pune,Delhi,2023-05-07,Container,567,Fog,Light,1,2
Bangalore,Pune,2023-07-14,Lorry,1637,Clear,Heavy,1,7
Delhi,Bangalore,2023-08-02,Trailer,569,Clear,Moderate,1,3
Lucknow,Ahmedabad,2023-03-03,Lorry,1216,Rain,Moderate,1,2
Delhi,Ahmedabad,2023-12-20,Container,1316,Clear,Moderate,1,1
Delhi,Chennai,2024-01-26,Lorry,1535,Clear,Light,0,0
Kolkata,Mumbai,2023-02-26,Truck,2000,Rain,Light,1,5
Bangalore,Hyderabad,2023-07-15,Lorry,1552,Clear,Moderate,1,1
Chennai,Kolkata,2023-09-18,Trailer,1985,Clear,Light,1,4
Lucknow,Hyderabad,2024-02-15,Truck,1857,Clear,Light,1,4
Hyderabad,Bangalore,2024-04-27,Trailer,1398,Clear,Moderate,1,1
Mumbai,Kolkata,2024-01-04,Container,1397,Clear,Light,0,0
Pune,Ahmedabad,2023-06-03,Lorry,1003,Fog,Moderate,1,3
Jaipur,Hyderabad,2023-01-17,Trailer,934,Clear,Moderate,1,6
Lucknow,Ahmedabad,2023-09-02,Trailer,974,Clear,Light,0,0
Lucknow,Jaipur,2024-04-06,Container,1927,Rain,Light,1,1
Pune,Ahmedabad,2023-11-22,Trailer,762,Clear,Light,0,0
Ahmedabad,Delhi,2023-06-23,Truck,435,Clear,Light,0,0
Hyderabad,Jaipur,2024-01-27,Trailer,1729,Rain,Light,1,1
Chennai,Delhi,2023-09-18,Container,1323,Clear,Moderate,1,1
Bangalore,Pune,2023-10-06,Truck,1460,Clear,Moderate,1,1
Mumbai,Jaipur,2023-04-17,Truck,853,Clear,Light,0,0
Pune,Jaipur,2024-04-02,Container,1103,Clear,Moderate,1,3
Delhi,Mumbai,2023-04-08,Trailer,1677,Clear,Light,0,0
Delhi,Pune,2023-04-27,Container,1411,Rain,Light,1,1
Ahmedabad,Mumbai,2023-06-09,Trailer,1732,Clear,Moderate,1,4
Lucknow,Bangalore,2023-06-07,Lorry,200,Clear,Light,0,0
Chennai,Bangalore,2024-03-04,Trailer,564,Storm,Heavy,1,5
Kolkata,Delhi,2023-03-06,Truck,1968,Clear,Light,0,0
Chennai,Jaipur,2023-08-07,Lorry,396,Clear,Light,1,3
Ahmedabad,Lucknow,2023-03-09,Container,1472,Rain,Light,1,1
Delhi,Kolkata,2023-10-10,Truck,479,Clear,Moderate,1,5
Pune,Chennai,2023-02-19,Lorry,848,Clear,Heavy,1,2
Ahmedabad,Lucknow,2023-09-28,Container,1986,Fog,Light,1,2
Jaipur,Chennai,2023-01-16,Trailer,1360,Clear,Light,0,0
Mumbai,Lucknow,2023-11-25,Truck,1757,Clear,Moderate,1,1
Lucknow,Bangalore,2023-10-30,Container,749,Clear,Moderate,1,1
Hyderabad,Jaipur,2023-07-04,Trailer,575,Clear,Heavy,1,-4
Chennai,Lucknow,2024-03-03,Trailer,919,Clear,Light,0,0
Ahmedabad,Hyderabad,2024-05-18,Truck,262,Clear,Moderate,1,1
Pune,Delhi,2024-01-21,Container,1991,Clear,Heavy,1,4
Chennai,Jaipur,2023-10-13,Trailer,1617,Clear,Light,0,0
Pune,Chennai,2023-11-07,Lorry,1533,Clear,Light,0,0
Jaipur,Hyderabad,2023-07-20,Container,1715,Rain,Light,1,-1
Bangalore,Ahmedabad,2023-03-18,Truck,1717,Storm,Light,1,3
Delhi,Kolkata,2024-01-31,Container,918,Clear,Heavy,1,2
Chennai,Jaipur,2023-01-19,Lorry,1204,Clear,Moderate,1,1
Lucknow,Chennai,2023-03-09,Truck,1429,Clear,Light,1,2
Chennai,Ahmedabad,2023-11-03,Container,1615,Clear,Light,0,0
Ahmedabad,Mumbai,2023-01-15,Lorry,1216,Clear,Light,1,2
Kolkata,Lucknow,2024-03-06,Truck,1320,Clear,Moderate,1,1
Kolkata,Hyderabad,2023-09-01,Truck,1202,Rain,Light,1,1
Jaipur,Mumbai,2024-04-10,Trailer,1866,Clear,Moderate,1,1
Ahmedabad,Jaipur,2023-02-04,Truck,1838,Clear,Light,0,0
Ahmedabad,Chennai,2023-11-18,Truck,366,Storm,Light,1,3
Ahmedabad,Jaipur,2023-07-31,Truck,477,Clear,Light,0,0
Ahmedabad,Pune,2023-11-30,Truck,1374,Rain,Moderate,1,2
Ahmedabad,Lucknow,2023-12-06,Lorry,535,Clear,Moderate,1,1
Chennai,Mumbai,2023-09-25,Truck,1621,Rain,Heavy,1,3
Chennai,Jaipur,2024-04-18,Truck,1538,Clear,Moderate,1,1
Mumbai,Chennai,2023-02-18,Container,993,Clear,Light,0,0
Mumbai,Hyderabad,2024-02-23,Lorry,769,Clear,Heavy,1,2
Delhi,Chennai,2023-09-11,Container,576,Clear,Light,0,0
Ahmedabad,Chennai,2023-09-17,Trailer,1633,Clear,Moderate,1,1
Jaipur,Pune,2024-02-07,Lorry,1608,Clear,Heavy,1,2
Delhi,Mumbai,2023-08-12,Container,1499,Clear,Light,0,0
Jaipur,Kolkata,2023-10-24,Lorry,1201,Clear,Heavy,1,7
Delhi,Pune,2023-11-01,Container,1440,Clear,Light,0,0
Delhi,Bangalore,2024-05-02,Truck,907,Fog,Moderate,1,3
Delhi,Ahmedabad,2023-12-12,Truck,777,Clear,Moderate,1,1
Chennai,Jaipur,2023-05-03,Trailer,1206,Clear,Light,0,0
Lucknow,Pune,2023-04-10,Lorry,572,Clear,Light,1,2
Kolkata,Hyderabad,2023-11-17,Truck,876,Clear,Light,0,0
Lucknow,Pune,2023-12-14,Trailer,531,Rain,Heavy,1,3
Jaipur,Hyderabad,2023-11-25,Trailer,1126,Rain,Moderate,1,6
Delhi,Jaipur,2023-11-07,Truck,900,Rain,Heavy,1,3
Bangalore,Hyderabad,2024-01-29,Lorry,436,Rain,Heavy,1,7
Kolkata,Lucknow,2023-11-22,Lorry,1860,Clear,Light,0,0
Chennai,Ahmedabad,2023-05-20,Truck,1847,Fog,Heavy,1,4
Pune,Chennai,2023-01-16,Lorry,1108,Clear,Moderate,1,1
Chennai,Delhi,2023-08-03,Truck,421,Clear,Light,0,0
Hyderabad,Ahmedabad,2024-03-26,Truck,1524,Clear,Moderate,1,1
Kolkata,Jaipur,2023-02-05,Trailer,485,Clear,Moderate,1,1
Delhi,Bangalore,2023-02-08,Trailer,1643,Storm,Moderate,1,4
Pune,Jaipur,2023-05-22,Trailer,669,Clear,Light,0,0
Kolkata,Hyderabad,2023-10-28,Lorry,269,Clear,Light,0,0
Hyderabad,Chennai,2024-03-02,Lorry,697,Fog,Light,1,6
Lucknow,Kolkata,2024-05-05,Truck,1232,Clear,Light,1,5
Jaipur,Kolkata,2023-10-03,Truck,1711,Rain,Light,1,3
Kolkata,Hyderabad,2024-05-12,Lorry,1125,Clear,Light,0,0
Jaipur,Kolkata,2023-11-14,Truck,1466,Clear,Moderate,1,1
Hyderabad,Jaipur,2023-11-22,Lorry,858,Clear,Light,0,0
Jaipur,Bangalore,2023-05-01,Lorry,1024,Fog,Light,1,2
Pune,Hyderabad,2023-08-08,Truck,1758,Clear,Light,0,0
Lucknow,Ahmedabad,2023-01-12,Truck,1624,Rain,Heavy,1,8
Hyderabad,Delhi,2024-03-11,Lorry,1966,Clear,Moderate,1,5
Hyderabad,Bangalore,2024-01-01,Trailer,1497,Storm,Light,1,3
Mumbai,Pune,2023-02-26,Trailer,537,Clear,Light,0,0
Ahmedabad,Pune,2023-10-17,Lorry,1031,Clear,Light,1,3
Ahmedabad,Lucknow,2024-02-09,Lorry,1088,Clear,Light,0,0
Kolkata,Ahmedabad,2024-01-07,Container,1083,Clear,Light,0,0
Lucknow,Pune,2023-09-17,Trailer,1511,Clear,Heavy,1,7
Jaipur,Hyderabad,2023-12-29,Container,633,Clear,Moderate,1,5
Pune,Ahmedabad,2023-06-26,Lorry,1146,Clear,Moderate,1,6
Ahmedabad,Chennai,2023-06-18,Lorry,1334,Clear,Light,0,0
Hyderabad,Mumbai,2023-03-04,Container,1163,Rain,Light,1,1
Chennai,Delhi,2023-11-04,Container,1392,Clear,Light,0,0
Bangalore,Kolkata,2024-01-16,Container,509,Rain,Light,1,1
Chennai,Pune,2023-10-08,Container,1357,Clear,Heavy,1,2
Bangalore,Mumbai,2023-06-07,Trailer,657,Clear,Heavy,1,2
Mumbai,Lucknow,2023-10-11,Container,1837,Clear,Heavy,1,2
Bangalore,Mumbai,2024-04-11,Container,304,Clear,Moderate,1,6
Hyderabad,Pune,2023-08-12,Trailer,789,Clear,Moderate,1,1
Pune,Mumbai,2023-07-22,Container,230,Rain,Light,1,1
Delhi,Kolkata,2024-04-05,Lorry,503,Rain,Moderate,1,2
Bangalore,Kolkata,2023-09-11,Trailer,1656,Clear,Moderate,1,5
Pune,Delhi,2023-07-06,Truck,1948,Clear,Moderate,1,6
Delhi,Pune,2023-01-27,Lorry,708,Clear,Light,1,4
Delhi,Ahmedabad,2023-10-23,Truck,1192,Rain,Light,1,1
Chennai,Ahmedabad,2024-03-14,Container,1001,Rain,Moderate,1,2
Chennai,Mumbai,2024-04-09,Truck,1452,Clear,Moderate,1,4
Delhi,Bangalore,2023-12-13,Lorry,373,Clear,Moderate,1,1
Hyderabad,Lucknow,2023-11-21,Lorry,1075,Clear,Moderate,1,4
Ahmedabad,Bangalore,2023-08-21,Truck,1806,Clear,Light,0,0
Kolkata,Delhi,2023-12-01,Truck,1870,Clear,Light,0,0
Pune,Hyderabad,2023-11-15,Lorry,1516,Clear,Moderate,1,1
Bangalore,Lucknow,2023-02-13,Lorry,1247,Rain,Moderate,1,2
Chennai,Delhi,2023-11-10,Container,362,Clear,Heavy,1,2
Kolkata,Lucknow,2023-05-06,Truck,463,Storm,Heavy,1,5
Kolkata,Delhi,2023-12-09,Lorry,1829,Clear,Moderate,1,1
Delhi,Chennai,2023-04-02,Container,1324,Clear,Moderate,1,1
Delhi,Hyderabad,2023-12-05,Trailer,1635,Clear,Moderate,1,1
Mumbai,Delhi,2023-01-03,Container,822,Clear,Moderate,1,1
Mumbai,Ahmedabad,2024-02-22,Lorry,988,Clear,Light,0,0
Jaipur,Bangalore,2024-05-01,Truck,1155,Fog,Moderate,1,3
Bangalore,Kolkata,2023-07-17,Trailer,1226,Clear,Light,0,0
Chennai,Hyderabad,2023-04-02,Truck,712,Fog,Moderate,1,3
Jaipur,Hyderabad,2024-03-14,Container,1512,Clear,Light,0,0
Lucknow,Chennai,2023-05-10,Lorry,577,Rain,Light,1,1
Ahmedabad,Pune,2023-02-22,Truck,1181,Clear,Light,0,0
Chennai,Hyderabad,2023-03-15,Trailer,1946,Fog,Light,1,7
Kolkata,Jaipur,2023-05-06,Trailer,1178,Clear,Moderate,1,5
Kolkata,Delhi,2024-05-22,Lorry,455,Fog,Light,1,2
Kolkata,Ahmedabad,2023-12-18,Truck,1013,Clear,Moderate,1,1
Jaipur,Mumbai,2024-04-08,Lorry,437,Clear,Moderate,1,5
Kolkata,Mumbai,2023-07-04,Trailer,803,Clear,Light,0,0
Lucknow,Bangalore,2023-03-25,Lorry,703,Clear,Moderate,1,6
Lucknow,Delhi,2024-05-07,Truck,1354,Clear,Moderate,1,3
Delhi,Bangalore,2023-05-02,Container,271,Clear,Light,0,0
Hyderabad,Lucknow,2023-03-30,Container,1304,Clear,Light,0,0
Jaipur,Pune,2023-07-10,Truck,1908,Clear,Light,0,0
Chennai,Hyderabad,2023-10-25,Container,1036,Fog,Light,1,2
Hyderabad,Chennai,2023-04-12,Truck,1895,Clear,Moderate,1,1
Lucknow,Bangalore,2023-11-21,Lorry,462,Storm,Light,1,6
Mumbai,Chennai,2024-05-28,Trailer,1902,Fog,Moderate,1,3
Chennai,Delhi,2023-01-12,Lorry,895,Clear,Light,1,3
Mumbai,Kolkata,2023-04-09,Truck,545,Clear,Light,0,0
Mumbai,Hyderabad,2023-01-18,Truck,1675,Rain,Light,1,1
Delhi,Bangalore,2024-02-18,Lorry,1255,Clear,Light,0,0
Pune,Ahmedabad,2023-09-05,Truck,698,Clear,Moderate,1,1
Bangalore,Jaipur,2023-11-18,Lorry,1973,Clear,Heavy,1,2
Pune,Bangalore,2023-02-10,Lorry,1431,Clear,Moderate,1,1
Chennai,Delhi,2023-04-20,Lorry,803,Fog,Light,1,4
Bangalore,Delhi,2023-04-10,Lorry,1680,Clear,Light,0,0
Ahmedabad,Hyderabad,2023-03-08,Truck,924,Storm,Light,1,8
Mumbai,Jaipur,2024-03-05,Truck,1177,Fog,Light,1,2
Hyderabad,Kolkata,2023-02-24,Truck,529,Fog,Moderate,1,3
Mumbai,Pune,2023-11-07,Container,1627,Clear,Heavy,1,4
Delhi,Chennai,2023-07-19,Truck,540,Clear,Light,1,3
Bangalore,Pune,2024-03-24,Trailer,289,Clear,Light,1,4
Mumbai,Ahmedabad,2024-04-14,Trailer,234,Fog,Light,1,4
Mumbai,Chennai,2023-05-07,Trailer,576,Clear,Heavy,1,2
Chennai,Hyderabad,2024-05-25,Container,1079,Clear,Moderate,1,1
Ahmedabad,Hyderabad,2024-04-12,Trailer,1805,Clear,Light,0,0
Bangalore,Delhi,2023-04-22,Trailer,299,Clear,Heavy,1,2
Ahmedabad,Jaipur,2024-02-26,Truck,631,Clear,Light,0,0
Pune,Chennai,2023-12-28,Truck,457,Rain,Light,1,1
Ahmedabad,Pune,2023-07-09,Truck,1011,Rain,Light,1,1
Pune,Hyderabad,2023-05-03,Trailer,400,Clear,Moderate,1,1
Ahmedabad,Kolkata,2023-09-17,Truck,1570,Clear,Light,0,0
Ahmedabad,Delhi,2023-06-05,Container,697,Clear,Moderate,1,1
Lucknow,Chennai,2023-03-29,Container,716,Clear,Moderate,1,1
Jaipur,Pune,2024-03-06,Lorry,734,Clear,Light,0,0
Bangalore,Ahmedabad,2024-05-27,Truck,753,Clear,Light,0,0
Pune,Kolkata,2023-02-14,Trailer,1674,Clear,Light,0,0
Ahmedabad,Pune,2023-04-13,Trailer,1504,Clear,Light,0,0
Delhi,Jaipur,2023-02-08,Trailer,1679,Rain,Light,1,6
Chennai,Lucknow,2023-02-21,Trailer,1551,Clear,Moderate,1,1
Kolkata,Ahmedabad,2023-11-18,Trailer,1595,Rain,Light,1,1
Bangalore,Delhi,2024-01-24,Container,1356,Storm,Moderate,1,9
Pune,Delhi,2024-05-30,Lorry,659,Clear,Light,0,0
Bangalore,Delhi,2024-02-01,Trailer,1394,Clear,Moderate,1,1
Delhi,Bangalore,2023-10-18,Lorry,1233,Clear,Light,0,0
Chennai,Kolkata,2023-07-29,Trailer,1796,Clear,Moderate,1,1
Hyderabad,Bangalore,2023-11-30,Container,1264,Fog,Light,1,2
Hyderabad,Chennai,2023-09-21,Container,1572,Clear,Light,0,0
Mumbai,Lucknow,2024-01-14,Container,1226,Rain,Light,1,1
Kolkata,Pune,2023-02-19,Truck,688,Fog,Light,1,6
Mumbai,Kolkata,2023-12-24,Container,1411,Clear,Light,0,0
Hyderabad,Delhi,2023-01-21,Lorry,757,Clear,Light,1,3
Chennai,Lucknow,2023-01-18,Truck,1400,Clear,Moderate,1,1
Ahmedabad,Hyderabad,2023-11-11,Container,566,Clear,Heavy,1,6
Lucknow,Mumbai,2023-10-31,Container,1560,Fog,Light,1,2
Delhi,Jaipur,2023-05-18,Container,1289,Clear,Light,0,0
Lucknow,Ahmedabad,2023-11-18,Truck,1876,Fog,Light,1,2
Pune,Chennai,2023-12-22,Trailer,1205,Clear,Heavy,1,2
Mumbai,Hyderabad,2024-04-26,Trailer,672,Clear,Light,0,0
Delhi,Pune,2023-09-11,Trailer,808,Rain,Light,1,1
Mumbai,Delhi,2024-04-17,Truck,200,Rain,Light,1,1
Mumbai,Lucknow,2023-05-19,Trailer,1447,Clear,Light,0,0
Mumbai,Ahmedabad,2023-01-23,Container,490,Clear,Moderate,1,1
Chennai,Lucknow,2023-05-17,Truck,1975,Clear,Light,0,0
Lucknow,Jaipur,2023-10-13,Lorry,1340,Storm,Heavy,1,5
Jaipur,Bangalore,2023-12-16,Truck,1575,Rain,Light,1,1
Hyderabad,Kolkata,2023-06-22,Lorry,1089,Clear,Moderate,1,1
Hyderabad,Delhi,2023-03-11,Trailer,1625,Fog,Moderate,1,-6
Hyderabad,Jaipur,2023-10-14,Lorry,620,Clear,Moderate,1,1
Lucknow,Ahmedabad,2023-10-30,Truck,1304,Clear,Light,0,0
Bangalore,Pune,2023-07-12,Trailer,215,Clear,Moderate,1,1
Mumbai,Lucknow,2023-07-11,Trailer,1725,Clear,Light,0,0
Delhi,Lucknow,2024-01-04,Container,309,Clear,Moderate,1,4
Hyderabad,Jaipur,2023-07-13,Lorry,1645,Clear,Light,1,4
Hyderabad,Chennai,2023-02-01,Lorry,922,Clear,Heavy,1,6
Bangalore,Lucknow,2024-02-18,Truck,1592,Clear,Light,0,0
Delhi,Mumbai,2024-04-15,Container,244,Rain,Moderate,1,2
Chennai,Jaipur,2023-06-19,Truck,277,Clear,Moderate,1,1
Mumbai,Pune,2023-08-12,Trailer,1112,Clear,Moderate,1,1
Bangalore,Pune,2023-09-25,Container,525,Clear,Heavy,1,2
Ahmedabad,Mumbai,2024-05-09,Truck,451,Fog,Moderate,1,3
Ahmedabad,Kolkata,2023-10-26,Container,412,Clear,Light,0,0
Hyderabad,Bangalore,2023-11-02,Truck,1513,Clear,Light,0,0
Bangalore,Chennai,2023-02-01,Trailer,1953,Clear,Moderate,1,4
Bangalore,Jaipur,2024-05-09,Container,203,Clear,Moderate,1,1
Delhi,Mumbai,2023-07-31,Trailer,1904,Clear,Moderate,1,1
Kolkata,Lucknow,2024-03-02,Trailer,784,Clear,Moderate,1,6
Chennai,Bangalore,2023-06-24,Truck,1254,Clear,Moderate,1,6
Pune,Mumbai,2023-11-17,Truck,1146,Clear,Light,0,0
Bangalore,Pune,2024-01-22,Container,1249,Clear,Light,1,4
Lucknow,Pune,2023-01-30,Lorry,1616,Clear,Moderate,1,1
Hyderabad,Bangalore,2023-04-01,Trailer,685,Clear,Light,1,3
Lucknow,Mumbai,2023-08-19,Lorry,870,Clear,Light,1,5
Kolkata,Chennai,2023-07-11,Lorry,676,Storm,Moderate,1,7
Mumbai,Ahmedabad,2024-03-10,Trailer,830,Clear,Light,0,0
Chennai,Jaipur,2023-10-30,Lorry,890,Rain,Light,1,4
Hyderabad,Jaipur,2023-05-26,Lorry,918,Fog,Light,1,2
Lucknow,Bangalore,2023-01-24,Container,696,Clear,Moderate,1,1
Lucknow,Jaipur,2023-08-30,Container,305,Clear,Moderate,1,4
Ahmedabad,Chennai,2024-03-30,Truck,984,Clear,Moderate,1,1
Lucknow,Bangalore,2023-08-26,Trailer,1129,Storm,Heavy,1,5
Jaipur,Hyderabad,2024-01-07,Trailer,1844,Rain,Moderate,1,2
Lucknow,Chennai,2023-05-15,Trailer,1732,Clear,Light,0,0
Jaipur,Delhi,2023-05-16,Trailer,1977,Fog,Light,1,2
Bangalore,Jaipur,2023-04-11,Truck,1462,Rain,Moderate,1,2
Delhi,Jaipur,2024-05-13,Truck,1296,Fog,Light,1,2
Kolkata,Chennai,2023-03-11,Container,1087,Clear,Light,0,0
Lucknow,Chennai,2024-05-20,Container,1954,Clear,Light,0,0
Chennai,Pune,2024-04-03,Trailer,462,Rain,Light,1,5
Hyderabad,Delhi,2024-03-02,Lorry,1267,Rain,Light,1,1
Lucknow,Kolkata,2023-09-10,Truck,1867,Clear,Heavy,1,2
Bangalore,Hyderabad,2023-03-30,Container,326,Clear,Light,0,0
Chennai,Hyderabad,2024-02-02,Lorry,892,Rain,Heavy,1,3
Lucknow,Kolkata,2023-04-28,Truck,405,Clear,Light,0,0
Hyderabad,Lucknow,2023-06-12,Truck,752,Clear,Light,0,0
Jaipur,Chennai,2023-12-30,Trailer,454,Storm,Light,1,3
Hyderabad,Chennai,2024-01-31,Truck,710,Storm,Moderate,1,9
Bangalore,Mumbai,2024-01-11,Container,1842,Clear,Moderate,1,1
Pune,Chennai,2023-07-04,Lorry,1007,Clear,Light,0,0
Bangalore,Jaipur,2023-05-12,Truck,1890,Clear,Heavy,1,2
Ahmedabad,Delhi,2024-02-13,Truck,448,Clear,Light,0,0
Lucknow,Mumbai,2023-04-18,Lorry,1786,Clear,Light,0,0
Kolkata,Bangalore,2023-03-16,Lorry,420,Storm,Light,1,3
Hyderabad,Delhi,2023-01-15,Truck,598,Rain,Light,1,1
Kolkata,Mumbai,2023-07-17,Truck,679,Clear,Heavy,1,4
Jaipur,Pune,2023-05-24,Truck,1853,Clear,Light,0,0
